progress,duration_sec,finished,consent,responsible,owner_surrender,state_prov,long_work,org_type,org_type_other,org_type_recode,intake_type,intake_type_other,intake_type_recode,yearly_dog_intake,percent_owner_surrender,shelter_soft,shelter_soft_other,shelter_soft_recode,shelter_soft_recode1,s1_primary,s1_breed1,s1_purebred,s1_breed2,s1_colour1,s1_colour2,s1_reason1,s1_additional1,s1_reason2,s1_additional2,s1_reason3,s1_additional3,s1_reason4,s1_additional4,s1_reason5,s1_additional5,s1_reason6,s1_additional6,s1_reason7,s1_additional7,s1_reason8,s1_additional8,s1_reason9,s1_additional9,s1_reason10,s2_primary,s2_breed1,s2_purebred,s2_breed2,s2_colour1,s2_colour2,s2_reason1,s2_additional1,s2_reason2,s2_additional2,s2_reason3,s2_additional3,s2_reason4,s2_additional4,s2_reason5,s2_additional5,s2_reason6,s2_additional6,s2_reason7,s2_additional7,s2_reason8,s2_additional8,s2_reason9,s2_additional9,s2_reason10,s3_primary,s3_breed1,s3_purebred,s3_breed2,s3_colour1,s3_colour2,s3_reason1,s3_additional1,s3_reason2,s3_additional2,s3_reason3,s3_additional3,s3_reason4,s3_additional4,s3_reason5,s3_additional5,s3_reason6,s3_additional6,s3_reason7,s3_additional7,s3_reason8,s3_additional8,s3_reason9,s3_additional9,s3_reason10,s4_primary,s4_breed1,s4_purebred,s4_breed2,s4_colour1,s4_colour2,s4_reason1,s4_additional1,s4_reason2,s4_additional2,s4_reason3,s4_additional3,s4_reason4,s4_additional4,s4_reason5,s4_additional5,s4_reason6,s4_additional6,s4_reason7,s4_additional7,s4_reason8,s4_additional8,s4_reason9,s4_additional9,s4_reason10,reason_accurate,percent_human,percent_animal,choose_primary,more_than_one,owner_provide_one,owner_truth,assistance_change,difficult_change,scenarios_reflect,explain_scenarios,order
100,1661,TRUE,"YES, I consent to participate in this study",Yes,Yes,Georgia,> 2 - 5 years,Municipally (governmentally) operated,,Municipally (governmentally) operated,Open intake (no appointment),,Open intake (no appointment),1000,25,Shelterluv,,Shelterluv,Shelterluv,Life Change - New Baby/Divorce/Relation Split/etc.,German Shepherd,Mixed, Black Mouthcur,Tan,Cream,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,No Time For Pet/Pet Is Too Much Responsibility,Yes,Behaviour - Too Active,No,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Labrador Retriever,Mixed, Pit Bull Terrier,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Cant Focus On Pets Medical Needs (Not Due To Cost),Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),No,,,,,,,,,,,,,,Behaviour - Housetraining/Spraying/Marking Issues,Shiba Inu,Mixed, German Shepherd,Tan,White,Behaviour - Housetraining/Spraying/Marking Issues,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Unwanted Litter,No,,,,,,,,,,,,,,Allergies - Person Has Allergies To Pet,Australian Cattle Dog/Red Heeler,Mixed, Labrador Retriever,Lemon,Rust,Allergies - Person Has Allergies To Pet,Yes,Behaviour - Keeps Escaping,No,,,,,,,,,,,,,,,,8,67,34,I listen the owner and try to figure out the reason or reasons for the surrender,Strongly Agree,Disagree,Somewhat Agree,Agree,Agree,8,"We are faced with very similar scenarios, owners telling us that they can no longer afford care for the animals (we offer our pet food pantry and free/reduce priced vaccines) ",Scenario#1-DatainputScenario#3-DatainputScenario#2-DatainputScenario#4-Datainput
100,2669,TRUE,"YES, I consent to participate in this study",Yes,Yes,Washington,5 + years,Private with municipal contract(s),,Private with municipal contract(s),Open intake (no appointment),,Open intake (no appointment),175,5,Other:,ShelterPro,ShelterPro,Other,Behaviour - Growls/Lunges/Claws/Hisses At Animals,German Shepherd,Mixed, Labrador Retriever,Yellow,Black,Behaviour - Growls/Lunges/Claws/Hisses At Animals,Yes,Life Change - New Baby/Divorce/Relation Split/etc.,No,,,,,,,,,,,,,,,,Behaviour - Pet Has Anxiety,Pit Bull Terrier,Mixed, Shar-Pei,Black,White,Behaviour - Pet Has Anxiety,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Home - Pet Is Showing Signs Of Stress In The Home,Yes,Cant Afford Vet Expenses for Chronic Condition,No,,,,,,,,,,Moving/Evicted - Cant Take Pet Where Owner Going,Greyhound,Mixed, Labrador Retriever,Yellow,White,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Behaviour - Housetraining/Spraying/Marking Issues,No,,,,,,,,,,,,,,,,Behaviour - Keeps Escaping,Australian Cattle Dog/Red Heeler,Mixed, Labrador Retriever,Gold,Merle,Behaviour - Keeps Escaping,Yes,Allergies - Person Has Allergies To Pet,Yes,Cant Afford Spay/Neuter,Yes,Behaviour - Growls/Lunges/Claws/Hisses At Animals,No,,,,,,,,,,,,7,70,80,"In the computer, owner surrenders are simply put in as ""unwanted.""  We type detailed notes in each case, however, about exactly what the reasons for surrender were (moving, not good with other dogs, chases cats, etc.).  We also have each owner fill out a surrender form so they can put in their own words exactly what the animal's history has been in their home.  This helps us get a better picture of what was happening, and therefore helps with placement.",Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,9,"Housing is an issue here, especially pet friendly housing.  Many of our surrenders are due to lack of pet friendly rentals.  We also often get animals from people who are moving BUT also the animal has an issue which has made them difficult for the owners to rehome privately - such as advanced age, issues with other animals (cannot be placed with cats, dogs), or issues with being around children.  We see a lot of animals born and raised in a home, such as the example given of the dog born on the property.  Of course, the concern there is lack of socialization as a puppy, and therefore fear with new people and surroundings - ie did the animal ever leave that property, or see many other people besides the owners?  Lack of proper socialization can be difficult to overcome as an adult. ",Scenario#1-DatainputScenario#3-DatainputScenario#2-DatainputScenario#4-Datainput
100,1001,TRUE,"YES, I consent to participate in this study",Yes,Yes,Florida,> 2 - 5 years,Private shelter,,Private shelter/rescue,Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),0,0,Petstablished,,Petstablished,Petstablished,Life Change - New Baby/Divorce/Relation Split/etc.,German Shepherd,Mixed, Boxer,Buff,White,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Undersocialized,Yes,No Time For Pet/Pet Is Too Much Responsibility,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,Yes,Behaviour - Too Active,No,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Pit Bull Terrier,Mixed, American Staffordshire Terrier,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Cant Focus On Pets Medical Needs (Not Due To Cost),Yes,Behaviour - Undersocialized,Yes,Behaviour - Pet Has Anxiety,No,,,,,,,,,,,,Moving/Evicted - Cant Take Pet Where Owner Going,Labrador Retriever,Mixed, Flat Coated Retriever,Blonde,White,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Home - Pet Is Showing Signs Of Stress In The Home,Yes,Behaviour - Housetraining/Spraying/Marking Issues,Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,Allergies - Person Has Allergies To Pet,Australian Cattle Dog/Red Heeler,Mixed, Labrador Retriever,Fawn,White,Allergies - Person Has Allergies To Pet,Yes,Behaviour - Keeps Escaping,Yes,Cant Afford Spay/Neuter,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Behaviour - Undersocialized,No,,,,,,,,,,5,91,10,Our software doesn't require a primary reason,Strongly Agree,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,3,"Firstly, we are a cat only shelter. Secondly, we offer spay/neuter services and assistance with food and medication to keep the pet in the home.",Scenario#3-DatainputScenario#1-DatainputScenario#4-DatainputScenario#2-Datainput
100,19,TRUE,"YES, I consent to participate in this study",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,10120,TRUE,"YES, I consent to participate in this study",Yes,Yes,Michigan,> 2 - 5 years,Private rescue with shelter facility,,Private shelter/rescue,Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),1400,40,Petpoint,,Petpoint,Petpoint,Behaviour - Too Active,German Shepherd,Mixed, Rhodesian Ridgeback,Tan,Black,Behaviour - Too Active,Yes,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,No,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Pit Bull Terrier,Mixed, Labrador Retriever,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Behaviour - Pet Has Anxiety,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),No,,,,,,,,,,,,,,Behaviour - Housetraining/Spraying/Marking Issues,German Shepherd,Mixed, Labrador Retriever,Tan,White,Behaviour - Housetraining/Spraying/Marking Issues,Yes,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Cant Focus On Pets Medical Needs (Not Due To Cost),Yes,Too Many Animals,No,,,,,,,,,,,,Behaviour - Keeps Escaping,Australian Cattle Dog/Red Heeler,Mixed, Labrador Retriever,Tan,Merle,Behaviour - Keeps Escaping,Yes,Allergies - Person Has Allergies To Pet,No,,,,,,,,,,,,,,,,7,60,20,I try to listen for the the one they seem most concerned/frustrated with,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,10,Most that I see here in the city are housing /money related.  On occasion they are homeless.  This was compounded by these past few years of Covid. Poverty is the common theme I find. ,Scenario#3-DatainputScenario#1-DatainputScenario#2-DatainputScenario#4-Datainput
100,7361,TRUE,"YES, I consent to participate in this study",Yes,Yes,Minnesota,> 2 - 5 years,Private rescue with shelter facility,,Private shelter/rescue,Appointment-based,,Appointment-based,0,0,Animal Shelter Manager,,Animal Shelter Manager,Other,Behaviour - Growls/Lunges/Claws/Hisses At People,Affenpinscher,Purebred,,Blonde,Tan,Behaviour - Growls/Lunges/Claws/Hisses At People,Yes,Behaviour - Too Active,No,,,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Affenpinscher,Purebred,,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,No,,,,,,,,,,,,,,,,,,Moving/Evicted - Cant Take Pet Where Owner Going,Affenpinscher,Purebred,,Gold,White,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Home - Pet Is Showing Signs Of Stress In The Home,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),No,,,,,,,,,,,,,,Cant Afford Spay/Neuter,Affenpinscher,Purebred,,Blonde,Fawn,Cant Afford Spay/Neuter,Yes,Allergies - Person Has Allergies To Pet,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),No,,,,,,,,,,,,,,8,92,30,"First of all, our organization is for cats only, so I have no idea regarding colors or breeds of dogs. Our current Director is not interested in collecting the reason for surrender for each cat, so the information isn't collected.",Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,0,"The scenarios I face are for cats only so if this survey is for dogs only, please delete my entry. I am continuing only in the hopes there is a section regarding cats.",Scenario#2-DatainputScenario#4-DatainputScenario#1-DatainputScenario#3-Datainput
100,2510,TRUE,"YES, I consent to participate in this study",Yes,Yes,Wisconsin,5 + years,Private with municipal contract(s),,Private with municipal contract(s),Other:,Managed intake - space and resources are taken into account to make appointments however we will also accept walk-ins when necessary.,Mixed intake types,2100,10,Petpoint,,Petpoint,Petpoint,Life Change - New Baby/Divorce/Relation Split/etc.,German Shepherd,Mixed, Pit Bull Terrier,Tan,Black,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Too Active,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,No,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Pit Bull Terrier,Mixed, Labrador Retriever,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Behaviour - Pet Has Anxiety,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Cant Afford Food/Grooming/General Expenses,No,,,,,,,,,,,,Moving/Evicted - Cant Take Pet Where Owner Going,Labrador Retriever,Mixed, Pit Bull Terrier,Tan,White,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Unwanted Litter,Yes,Behaviour - Housetraining/Spraying/Marking Issues,No,,,,,,,,,,,,Behaviour - Keeps Escaping,Australian Cattle Dog/Blue Heeler,Mixed, Terrier,Tan,White,Behaviour - Keeps Escaping,Yes,Cant Afford Spay/Neuter,Yes,Allergies - Person Has Allergies To Pet,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),No,,,,,,,,,,,,7,63,39,"I choose based on whether there was an event/ situation that was the final straw, resulting in the owner no longer being able to manage the animal in the home. For example, if there were just behavior issues that they were managing for a few years and now they are moving or having a baby, the life change is the reason they need to surrender as that change made the behavior issues no longer manageable.",Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,6,"The situations themselves seem very similar to common situations we face. I think housing issues tend to be a fairly common reason people reach out and in those cases, offering resources like spay and neuter is not possible. Also, we try to offer surrender consults to provide as many resources as possible to keep the pet in the home or suggest options for rehoming. If someone walks in we are also likely to ask them if they can make an appointment, but often times they have already made the decision to surrender and are not at a point to discuss other options (which is similar to how the scenarios in the survey appeared to play out.)",Scenario#4-DatainputScenario#1-DatainputScenario#3-DatainputScenario#2-Datainput
31,421,FALSE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,5 + years,Private foster-based rescue,,Private shelter/rescue,Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),30,10,Do not use shelter software,,Do not use shelter software,Do not use shelter software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Time For Pet/Pet Is Too Much Responsibility,Labrador Retriever,Mixed, Australian Cattle Dog/Red Heeler,Blonde,Spotted,No Time For Pet/Pet Is Too Much Responsibility,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Allergies - Person Has Allergies To Pet,Yes,Cant Afford Vet Expenses for Procedure/Illness,Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,,,,,,,,,,Scenario#4-DatainputScenario#2-DatainputScenario#1-DatainputScenario#3-Datainput
3,42,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,49,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3676,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,361,FALSE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,5 + years,Private rescue with shelter facility,,Private shelter/rescue,Appointment-based,,Appointment-based,700,40,Shelterluv,,Shelterluv,Shelterluv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#2-DatainputScenario#1-DatainputScenario#4-DatainputScenario#3-Datainput
52,5692,FALSE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,5 + years,Private rescue with shelter facility,,Private shelter/rescue,Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),100,10,Animal Shelter Manager,,Animal Shelter Manager,Other,,,,,,,,,,,,,,,,,,,,,,,,,,Home - Pet Is Showing Signs Of Stress In The Home,Staffordshire Bull Terrier,Mixed, Labrador Retriever,Black,White,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Cant Afford Food/Grooming/General Expenses,No,,,,,,,,,,,,,,Unwanted Litter,Labrador Retriever,Mixed, Terrier,Fawn,White,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Behaviour - Housetraining/Spraying/Marking Issues,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#3-DatainputScenario#2-DatainputScenario#1-DatainputScenario#4-Datainput
73,910,FALSE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,5 + years,Private foster-based rescue,,Private shelter/rescue,Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),30,30,Petstablished,,Petstablished,Petstablished,No Time For Pet/Pet Is Too Much Responsibility,Labrador Retriever,Mixed, Rottweiler,Blonde,Black,No Time For Pet/Pet Is Too Much Responsibility,Yes,Behaviour - Too Active,Yes,Life Change - New Baby/Divorce/Relation Split/etc.,No,,,,,,,,,,,,,,Behaviour - Destructive (Chews/Digs/Scratches/etc),Labrador Retriever,Mixed, Border Collie,Black,White,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Life Change-Human Illness/Injury/CareHome/Hospital,No,,,,,,,,,,,,,,,,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Labrador Retriever,Mixed, Australian Shepherd,Blonde,White,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Behaviour - Housetraining/Spraying/Marking Issues,Yes,Moving/Evicted - Cant Take Pet Where Owner Going,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#2-DatainputScenario#3-DatainputScenario#1-DatainputScenario#4-Datainput
100,1240,TRUE,"YES, I consent to participate in this study",Yes,Yes,New Jersey,> 2 - 5 years,Private with municipal contract(s),,Private with municipal contract(s),Other:,"Open intake for strays, but we take appointments for all surrenders",Mixed intake types,6000,25,Petpoint,,Petpoint,Petpoint,Life Change - New Baby/Divorce/Relation Split/etc.,German Shepherd,Mixed, Pit Bull Terrier,Tan,Black,Life Change - New Baby/Divorce/Relation Split/etc.,No,,,,,,,,,,,,,,,,,,Behaviour - Pet Has Anxiety,Pit Bull Terrier,Mixed, Labrador Retriever,Black,White,Home - Pet Is Showing Signs Of Stress In The Home,Yes,Cant Afford Vet Expenses for Procedure/Illness,Yes,Life Change-Human Illness/Injury/CareHome/Hospital,No,,,,,,,,,,,,,,No Time For Pet/Pet Is Too Much Responsibility,German Shepherd,Mixed, Labrador Retriever,Tan,White,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,,,,,Behaviour - Keeps Escaping,Pit Bull Terrier,Mixed, Australian Cattle Dog/Red Heeler,Cream,Red,No Time For Pet/Pet Is Too Much Responsibility,Yes,Behaviour - Keeps Escaping,Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,,,8,90,50,"Whatever seems to be the biggest problem for the owner. Ex: Owner is living in car with dog and doesn’t want dog to be homeless, also dog is guarding food now… We put that in as “no home” and not behavior problems. ",Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Agree,8,"Scenarios were very similar to what we see weekly with surrenders. The main other reason we get animals surrendered is basically because the owner bought them and then didn’t realize how much work etc a pet would be, or how big the dog they got would get.. Or expect them to be perfect off the bat and not have accidents or chew things. We usually enter those as “unrealistic expectations” as it is no fault to the animal. ",Scenario#2-DatainputScenario#3-DatainputScenario#4-DatainputScenario#1-Datainput
3,307,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,134,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1321,TRUE,"YES, I consent to participate in this study",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,190876,TRUE,"YES, I consent to participate in this study",Yes,Yes,New Jersey,> 2 - 5 years,Private with municipal contract(s),,Private with municipal contract(s),Other:,"Mostly appt based, but walk-in owner surrenders are also taken, and not turned away.",Mixed intake types,900,30,Petpoint,,Petpoint,Petpoint,Behaviour - Too Active,Bullmastiff,Mixed, Pit Bull Terrier,Brown,Black,Behaviour - Too Active,Yes,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Growls/Lunges/Claws/Hisses At People,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Labrador Retriever,Mixed, Pit Bull Terrier,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Cant Afford Vet Expenses for Chronic Condition,Yes,Cant Focus On Pets Medical Needs (Not Due To Cost),No,,,,,,,,,,,,,,Unwanted Litter,Pit Bull Terrier,Mixed, Labrador Retriever,Tan,White,Unwanted Litter,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Landlord Does Not Allow Pets,Yes,No Time For Pet/Pet Is Too Much Responsibility,No,,,,,,,,,,,,Behaviour - Destructive (Chews/Digs/Scratches/etc),Labrador Retriever,Mixed, Australian Cattle Dog/Red Heeler,Fawn,Tan,Allergies - Person Has Allergies To Pet,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Cant Afford Spay/Neuter,No,,,,,,,,,,,,,,5,51,50,"Usually, with what the people first say is the reason. Ask more pertinent questions but, in my experience, the first response to ""why surrender"" seems to be the primary reason.",Strongly Agree,Disagree,Neutral,Neutral,Neutral,7,"Pretty accurate to most common surrender scenarios. We have gotten a few ""just got a new pet, doesn't get along with current resident pet, so I'm surrendering the resident pet and not the new pet."" ",Scenario#4-DatainputScenario#3-DatainputScenario#1-DatainputScenario#2-Datainput
3,35585,FALSE,"YES, I consent to participate in this study",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,102,FALSE,"YES, I consent to participate in this study",Yes,Yes,South Carolina,> 1 -  2 years,Private with municipal contract(s),,Private with municipal contract(s),Open intake (no appointment),,Open intake (no appointment),1000,70,Petpoint,,Petpoint,Petpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#3-DatainputScenario#1-DatainputScenario#4-DatainputScenario#2-Datainput
9,98,FALSE,"YES, I consent to participate in this study",Yes,Yes,British Columbia,> 2 - 5 years,Private foster-based rescue,,Private shelter/rescue,Other:,Vet examination for intake only ,Mixed intake types,20,4,Other:,Doobert,Doobert,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#3-DatainputScenario#4-DatainputScenario#1-DatainputScenario#2-Datainput
100,1582,TRUE,"YES, I consent to participate in this study",Yes,Yes,Ontario,5 + years,Municipally (governmentally) operated,,Municipally (governmentally) operated,Limited intake (only when space in the shelter is available for that animal),,Limited intake (only when space in the shelter is available for that animal),1000,30,Chameleon,,Chameleon,Chameleon,Behaviour - Too Active,Cane Corso,Mixed, German Shepherd,Tan,Black,Behaviour - Too Active,Yes,Life Change - New Baby/Divorce/Relation Split/etc.,Yes,Behaviour - Growls/Lunges/Claws/Hisses At Animals,No,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Labrador Retriever,Mixed, Australian Shepherd,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Cant Afford Food/Grooming/General Expenses,No,,,,,,,,,,,,,,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Labrador Retriever,Mixed, German Shepherd,Yellow,White,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Behaviour - Housetraining/Spraying/Marking Issues,No,,,,,,,,,,,,,,Behaviour - Too Active,Australian Cattle Dog/Blue Heeler,Mixed, Labrador Retriever,Red Roan,Red,Behaviour - Too Active,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),Yes,Allergies - Person Has Allergies To Pet,No,,,,,,,,,,,,,,8,88,60,"Usually the first concern they give is the biggest problem they are having. I find that if you offer help for that reason, the ones that follow are exaggerated. 
Or vise versa, they lead with small problems in fear of telling you the ones they think are cause for euthanasia.  ",Agree,Strongly Disagree,Somewhat Agree,Disagree,Strongly Agree,10,"Especially now after the pandemic, we are seeing so many ""not enough time"" surrenders. But any scenario presented would not be unusual for us to hear",Scenario#4-DatainputScenario#1-DatainputScenario#2-DatainputScenario#3-Datainput
31,450,FALSE,"YES, I consent to participate in this study",Yes,Yes,Nebraska,> 1 -  2 years,Private shelter,,Private shelter/rescue,Open intake (no appointment),,Open intake (no appointment),50,80,Petpoint,,Petpoint,Petpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moving/Evicted - Cant Take Pet Where Owner Going,Akbash,Mixed, American Bulldog,Tan,White,Moving/Evicted - Cant Take Pet Where Owner Going,Yes,Behaviour - Too Vocal (Barking/Meowing/Howls/etc.),Yes,Behaviour - Housetraining/Spraying/Marking Issues,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#3-DatainputScenario#2-DatainputScenario#1-DatainputScenario#4-Datainput
31,500,FALSE,"YES, I consent to participate in this study",Yes,Yes,Arizona,Less than six months,Private shelter,,Private shelter/rescue,Appointment-based,,Appointment-based,25,29,Other:,Vetter,Vetter,Other,,,,,,,,,,,,,,,,,,,,,,,,,,Life Change-Human Illness/Injury/CareHome/Hospital,Labrador Retriever,Mixed, Pit Bull Terrier,Black,White,Life Change-Human Illness/Injury/CareHome/Hospital,Yes,No Time For Pet/Pet Is Too Much Responsibility,Yes,Home - Pet Is Showing Signs Of Stress In The Home,Yes,Behaviour - Destructive (Chews/Digs/Scratches/etc),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scenario#2-DatainputScenario#3-DatainputScenario#4-DatainputScenario#1-Datainput
